title,genre,background,combined
Sonic X,"Sci-Fi, Adventure, Comedy, Kids, Mecha, Shounen","Note: The series was broadcasted for 52 episodes on TV Tokyo from April 6, 2003 until March 28, 2004. However, the episodes 53-78 were broadcasted together with the rest outside of Japan in the US and France but a decision to broadcast them in Japan was never made, although there exists a Japanese language version for those episodes.(Source: AniDB)","Sci-Fi, Adventure, Comedy, Kids, Mecha, Shounen Note: The series was broadcasted for 52 episodes on TV Tokyo from April 6, 2003 until March 28, 2004. However, the episodes 53-78 were broadcasted together with the rest outside of Japan in the US and France but a decision to broadcast them in Japan was never made, although there exists a Japanese language version for those episodes.(Source: AniDB)"
Yama no Susume: Second Season,"Adventure, Comedy, Slice of Life","Yama no Susume Second Season adapts content from the 2nd to 6th volumes of siro&#039;s manga series of the same title (sometimes in alternate order), and includes anime exclusive content as well.","Adventure, Comedy, Slice of Life Yama no Susume Second Season adapts content from the 2nd to 6th volumes of siro&#039;s manga series of the same title (sometimes in alternate order), and includes anime exclusive content as well."
Meiji Tokyo Renka Movie: Hanakagami no Fantasia,"Fantasy, Harem, Historical, Romance, Shoujo",The movie will be previewed on May 6 at a special screening event in Ikebukuro and Shinjuku and given a wider release in summer.(Source: MAL News),"Fantasy, Harem, Historical, Romance, Shoujo The movie will be previewed on May 6 at a special screening event in Ikebukuro and Shinjuku and given a wider release in summer.(Source: MAL News)"
Afro Samurai,"Action, Adventure, Samurai","The Afro Samurai anime was a creative collaboration between Samuel L. Jackson, Takashi Okazaki, and Gonzo, with the music scored by RZA of the Wu-Tang Clan. After the success of the anime series it was adapted into an animated film, a video game and received a live action tribute short film titled ""Afro Samurai: Flesh and Bone"".","Action, Adventure, Samurai The Afro Samurai anime was a creative collaboration between Samuel L. Jackson, Takashi Okazaki, and Gonzo, with the music scored by RZA of the Wu-Tang Clan. After the success of the anime series it was adapted into an animated film, a video game and received a live action tribute short film titled ""Afro Samurai: Flesh and Bone""."
Gokukoku no Brynhildr,"Drama, Mystery, Sci-Fi, Seinen",Gokukoku no Brynhildr adapts the first 10 volumes of Lynn Okamoto&#039;s manga series of the same name.,"Drama, Mystery, Sci-Fi, Seinen Gokukoku no Brynhildr adapts the first 10 volumes of Lynn Okamoto&#039;s manga series of the same name."
Kara no Kyoukai 6: Boukyaku Rokuon,"Action, Magic, Mystery, Romance, Supernatural, Thriller",Includes claymation short which was shown before the movie in theaters.,"Action, Magic, Mystery, Romance, Supernatural, Thriller Includes claymation short which was shown before the movie in theaters."
Jungle Taitei,"Adventure, Kids, Shounen","Jungle Taitei was the first full-color anime to air on TV. The series originally aired on Fuji TV, and has since been broadcast under various titles all around the world. The episodes were taken out of order when the anime was brought to the United States, which was reflected in the American VHS versions of the anime. Due to their many similarities, Jungle Taitei is largely believed to have influenced Disney&#039;s The Lion King, although Disney denies any relation between the two.","Adventure, Kids, Shounen Jungle Taitei was the first full-color anime to air on TV. The series originally aired on Fuji TV, and has since been broadcast under various titles all around the world. The episodes were taken out of order when the anime was brought to the United States, which was reflected in the American VHS versions of the anime. Due to their many similarities, Jungle Taitei is largely believed to have influenced Disney&#039;s The Lion King, although Disney denies any relation between the two."
Golden Time,"Comedy, Drama, Romance","Episode 1 was previewed at a screening in Tokyo on September 23, 2013. The voice actors for the anime reprise their roles in both the 2013 drama CD and web radio.","Comedy, Drama, Romance Episode 1 was previewed at a screening in Tokyo on September 23, 2013. The voice actors for the anime reprise their roles in both the 2013 drama CD and web radio."
Nyanbo!,Comedy,Nyanbo! is based on the Yotsuba to! character Danbo.,Comedy Nyanbo! is based on the Yotsuba to! character Danbo.
Osomatsu-san,"Comedy, Parody","Osomatsu-san was made to commemorate the 80th birthday of the series&#039; late original creator, Fujio Akatsuka. A parody of Anpanman, a popular kids anime, in the third episode was reanimated following complaints to the network, while the first episode, due to the fact that it contained multiple parodies, has been pulled entirely from streaming sites and the Japanese Blu-Ray release. ","Comedy, Parody Osomatsu-san was made to commemorate the 80th birthday of the series&#039; late original creator, Fujio Akatsuka. A parody of Anpanman, a popular kids anime, in the third episode was reanimated following complaints to the network, while the first episode, due to the fact that it contained multiple parodies, has been pulled entirely from streaming sites and the Japanese Blu-Ray release. "
Estima: Sense of Wonder,"Sci-Fi, Cars, Comedy, Historical","Of the 19 episodes created for this project, 13 are animated.","Sci-Fi, Cars, Comedy, Historical Of the 19 episodes created for this project, 13 are animated."
Noir,"Action, Mystery, Drama","Noir was the first original anime by director Kouichi Mashimo and studio Bee Train which focused on the Girls with Guns sub-genre.  It was later followed by two spiritual successors: Madlax in 2004 and El Cazador de la Bruja in 2007.  Together, they are considered to be a Girls with Guns trilogy, even though the three TV series are unrelated story-wise.","Action, Mystery, Drama Noir was the first original anime by director Kouichi Mashimo and studio Bee Train which focused on the Girls with Guns sub-genre.  It was later followed by two spiritual successors: Madlax in 2004 and El Cazador de la Bruja in 2007.  Together, they are considered to be a Girls with Guns trilogy, even though the three TV series are unrelated story-wise."
Hidan no Aria,"Action, Comedy, Romance, School",Hidan no Aria adapts the first 3 novels of Chuugaku Akamatsu&#039;s light novel series of the same title.,"Action, Comedy, Romance, School Hidan no Aria adapts the first 3 novels of Chuugaku Akamatsu&#039;s light novel series of the same title."
Tsubasa to Hotaru (2016),"Romance, School, Shoujo",Three episodes that will be aired on TV as segments within the children&#039;s television program Oha Suta.,"Romance, School, Shoujo Three episodes that will be aired on TV as segments within the children&#039;s television program Oha Suta."
"Ore, Twintail ni Narimasu.","Action, Comedy, Romance, Fantasy, School, Shounen","Ore, Twintail ni Narimasu. adapts the first 4 novels of Yume Mizusawa&#039;s light novel series of the same title.","Action, Comedy, Romance, Fantasy, School, Shounen Ore, Twintail ni Narimasu. adapts the first 4 novels of Yume Mizusawa&#039;s light novel series of the same title."
JoJo no Kimyou na Bouken: Stardust Crusaders 2nd Season,"Action, Adventure, Drama, Shounen, Supernatural",The 2nd season covers the remaining 83 chapters of the manga (the Egypt arc).,"Action, Adventure, Drama, Shounen, Supernatural The 2nd season covers the remaining 83 chapters of the manga (the Egypt arc)."
Shinmai Maou no Testament,"Action, Harem, Demons, Romance, Ecchi, Fantasy","Shinmai Maou no Testament adapts the first 3 novels of Tetsuto Uesu&#039;s light novel series of the same title.Episode 1 was previewed at a screening at Kadokawa Cinema Shinjuku in Tokyo on December 21, 2014. Regular broadcasting began on January 8, 2015. ","Action, Harem, Demons, Romance, Ecchi, Fantasy Shinmai Maou no Testament adapts the first 3 novels of Tetsuto Uesu&#039;s light novel series of the same title.Episode 1 was previewed at a screening at Kadokawa Cinema Shinjuku in Tokyo on December 21, 2014. Regular broadcasting began on January 8, 2015. "
Padak Padak,Drama,"Winner of the Platinum Grand Prize during the 2013 Future Film Festival, held in Italy.","Drama Winner of the Platinum Grand Prize during the 2013 Future Film Festival, held in Italy."
Fullmetal Alchemist: Brotherhood,"Action, Military, Adventure, Comedy, Drama, Magic, Fantasy, Shounen","Fullmetal Alchemist: Brotherhood is an alternate retelling of Hiromu Arakawa&#039;s Fullmetal Alchemist manga that is closer to the source material than the previous 2003 adaptation, this time covering the entire story.On March 31, 2016, FUNimation Entertainment&#039;s license to the series expired.","Action, Military, Adventure, Comedy, Drama, Magic, Fantasy, Shounen Fullmetal Alchemist: Brotherhood is an alternate retelling of Hiromu Arakawa&#039;s Fullmetal Alchemist manga that is closer to the source material than the previous 2003 adaptation, this time covering the entire story.On March 31, 2016, FUNimation Entertainment&#039;s license to the series expired."
Hetalia Axis Powers Fan Disc,"Comedy, Historical, Parody","This Fan Disc gathers two of the most popular episodes and re-edits them to create a single story. These episodes are ""Chibitalia"" and ""America&#039;s Storehouse Cleaning"".","Comedy, Historical, Parody This Fan Disc gathers two of the most popular episodes and re-edits them to create a single story. These episodes are ""Chibitalia"" and ""America&#039;s Storehouse Cleaning""."
Magia Record: Mahou Shoujo Madoka☆Magica Gaiden,"Drama, Magic",Magia Record is a magical girl mobile game spin off from the Mahou Shoujo Madoka★Magica franchise. This entry contains the promotional videos created to advertise the game as they contain new and original animated footage and dialogue. The game is set to be released on iOS and Android May 2017. ,"Drama, Magic Magia Record is a magical girl mobile game spin off from the Mahou Shoujo Madoka★Magica franchise. This entry contains the promotional videos created to advertise the game as they contain new and original animated footage and dialogue. The game is set to be released on iOS and Android May 2017. "
Aki no Kanade,"Slice of Life, Music, School","Aki no Kanade was one of the four films of Anime Mirai 2015 (Young Animator Training Project), a project funded by the Japanese government&#039;s Agency of Cultural Affairs in order to support training animators.","Slice of Life, Music, School Aki no Kanade was one of the four films of Anime Mirai 2015 (Young Animator Training Project), a project funded by the Japanese government&#039;s Agency of Cultural Affairs in order to support training animators."
Saint Seiya,"Adventure, Fantasy, Sci-Fi, Shounen",The series won the 1987 Animage&#039;s Anime Grand Prix Award.,"Adventure, Fantasy, Sci-Fi, Shounen The series won the 1987 Animage&#039;s Anime Grand Prix Award."
Seisenshi Dunbine,"Action, Sci-Fi, Adventure, Drama, Fantasy, Mecha","Aura Battler Dunbine is adapted from the novel The Wings of Rean by director Yoshiyuki Tomino, which originally did not include mechs, added into the anime at the sponsors&#039; request.","Action, Sci-Fi, Adventure, Drama, Fantasy, Mecha Aura Battler Dunbine is adapted from the novel The Wings of Rean by director Yoshiyuki Tomino, which originally did not include mechs, added into the anime at the sponsors&#039; request."
